tag	spcode	x	y	dbh1	dbh2	dbh3	recr1	recr2	recr3	pom1	pom2	pom3	code1	code2	code3	mult1	mult2	mult3	date1	date2	date3
000204	COU2CU	16.3	29.2	12	14	14	A	A	A	1	1	1	*	*	M	1	1	2	11/07/1994	11/12/1997	11/24/1998
000205	COU2CU	19.2	27.7	34	38	38	A	A	A	1	1	1	M	M	M	2	2	2	11/07/1994	11/12/1997	11/24/1998
000206	PIT1RU	18.6	28.9	14	-9	0	A	*	B	1	0	2	*	S	R	1	-9	1	11/07/1994	11/12/1997	11/24/1998
000207	BROSAL	19.5	26.8	13	17	17	A	A	A	1	1	1	*	*	*	1	1	1	11/07/1994	11/12/1997	11/24/1998
000208	COU2CU	16.5	28.0	13	14	0	A	A	B	1	1	2	L	*	R	1	1	1	11/07/1994	11/12/1997	11/24/1998
000209	CAVAPL	17.0	28.7	331	331	335	A	A	A	1	1	1	*	*	*	1	1	1	11/07/1994	11/12/1997	11/24/1998
000210	PROTTE	15.2	276.2	13	15	16	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/27/1997	12/10/1998
000211	INGAVE	15.4	21.4	62	62	63	A	A	A	1	1	1	M	*	*	2	1	1	11/07/1994	11/12/1997	11/24/1998
000212	BROSAL	16.1	22.4	15	18	20	A	A	A	1	1	1	*	*	*	1	1	1	11/07/1994	11/12/1997	11/24/1998
000213	TAB1RO	16.4	23.4	344	344	343	A	A	A	1	1	1	*	*	Q	1	1	1	11/07/1994	11/12/1997	11/24/1998
000214	SWARS1	0.4	42.8	99	96	96	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000215	CAL2CA	3.7	43.3	21	26	28	A	A	A	1	1	1	M	M	M	2	3	3	11/09/1994	11/13/1997	11/26/1998
000216	ANN1	1.0	46.8	15	16	16	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000217	GENIAM	0.5	47.1	14	16	17	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000218	SWARS1	0.4	47.6	61	67	67	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000219	CAVAPL	1.8	48.4	910	957	982	A	A	A	1	1	1	B	B	B	1	1	1	11/09/1994	11/13/1997	11/26/1998
000220	AST2GR	3.3	48.1	14	15	17	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000221	EUGEPR	4.2	52.3	-2	22	20	P	A	A	0	1	1	*	L	L	-1	1	1	11/09/1994	11/13/1997	11/26/1998
000222	TRIPCU	4.8	48.1	14	23	25	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000223	PROTTE	4.3	45.6	168	198	194	A	A	A	1	1	1	B	B	B	1	1	1	11/09/1994	11/13/1997	11/26/1998
000224	PROTTE	3.2	50.2	24	39	40	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000225	PROTTE	3.8	52.9	20	24	23	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000226	SWARS1	5.0	277.5	11	12	13	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/27/1997	12/10/1998
000227	COCCPA	6.8	56.9	63	72	74	A	A	A	1	2	2	*	M	M	1	2	2	11/09/1994	11/13/1997	11/26/1998
000228	THEVAH	8.6	56.4	29	43	45	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000229	SWARS1	9.8	58.4	40	45	46	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000230	EUGEPR	9.6	51.7	37	43	47	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000231	CLAVME	9.2	51.2	18	19	20	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000232	EUGEPR	6.3	54.2	29	27	33	A	A	A	1	1	1	ML	M	M	2	2	2	11/09/1994	11/13/1997	11/26/1998
000233	CAL2CA	5.3	52.1	91	124	132	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000234	AST2GR	6.5	49.4	32	14	14	A	A	A	1	2	2	ML	*	*	3	1	1	11/09/1994	11/13/1997	11/26/1998
000235	ANNOHA	8.4	47.9	30	34	33	A	A	A	1	1	1	ML	M	M	3	5	5	11/09/1994	11/13/1997	11/26/1998
000236	ANNOHA	7.0	46.4	41	37	42	A	A	A	1	1	1	L	ML	M	1	7	8	11/09/1994	11/13/1997	11/26/1998
000237	EUGEPR	6.7	44.7	17	16	12	A	A	A	1	1	1	ML	M	MR	2	2	3	11/09/1994	11/13/1997	11/26/1998
000238	FARAOC	17.5	279.4	16	16	16	A	A	A	1	1	1	*	M	*	1	2	1	11/18/1994	11/27/1997	12/10/1998
000239	AST2GR	12.1	40.5	14	13	14	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000240	PROTTE	10.4	41.5	33	32	33	A	A	A	1	1	1	ML	MR	M	2	4	3	11/09/1994	11/13/1997	11/26/1998
000241	AST2GR	13.4	43.3	65	75	81	A	A	A	1	1	1	QQ	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000242	SPONRA	12.7	39.9	23	28	30	A	A	A	1	1	1	L	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000243	SWARS1	10.9	45.1	182	190	190	A	A	A	1	1	1	L	L	L	2	1	1	11/09/1994	11/13/1997	11/26/1998
000244	TRIPCU	11.1	48.4	37	46	55	A	A	A	1	1	1	L	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000245	EUGEPR	10.6	47.6	25	-9	0	A	*	B	1	0	2	ML	S	R	5	-9	1	11/09/1994	11/13/1997	11/26/1998
000246	EUGEPR	10.4	47.2	11	-9	0	A	*	B	1	0	2	L	N	R	1	-9	1	11/09/1994	11/13/1997	11/26/1998
000247	CUPASY	11.1	53.0	25	24	25	A	A	A	1	1	1	ML	*	M	3	1	2	11/09/1994	11/13/1997	11/26/1998
000248	ERY2PA	16.3	264.1	16	18	18	A	A	A	1	1	1	*	*	*	1	1	1	11/18/1994	11/27/1997	12/10/1998
000249	BACTMA	4.0	231.6	28	28	28	A	A	A	1	1	1	*	*	*	1	1	1	11/17/1994	11/25/1997	12/08/1998
000250	RANDFO	11.8	54.4	30	14	15	A	A	A	1	1	1	L	MR	M	1	2	2	11/09/1994	11/13/1997	11/26/1998
000251	ALIBED	14.4	54.8	13	12	12	A	A	A	1	1	1	*	M	M	1	2	3	11/09/1994	11/13/1997	11/26/1998
000252	AST2GR	13.5	53.8	18	31	32	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000253	TRIPCU	14.5	56.2	37	-9	0	A	*	B	1	0	2	*	C	R	1	-9	1	11/09/1994	11/13/1997	11/26/1998
000254	EUGEPR	13.5	55.9	39	28	30	A	A	A	1	1	1	M	M	L	2	2	1	11/09/1994	11/13/1997	11/26/1998
000255	EUGEPR	11.4	56.1	14	19	19	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000256	EUGEPR	10.7	59.2	42	46	46	A	A	A	1	1	1	*	M	M	1	3	2	11/09/1994	11/13/1997	11/26/1998
000257	TRI2PL	12.3	58.2	125	140	141	A	A	A	1	1	1	*	*	L	1	1	1	11/09/1994	11/13/1997	11/26/1998
000258	FARAOC	14.5	57.6	27	39	40	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000259	SWARS1	14.7	57.1	11	15	15	A	A	A	1	2	2	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000260	EUGEPR	12.9	56.7	34	36	40	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000261	CAL2CA	18.6	55.2	11	11	-1	A	A	D	1	1	0	*	*	DS	1	1	-1	11/09/1994	11/13/1997	11/26/1998
000262	ANTITR	17.5	55.9	37	40	43	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000263	CLAVME	16.2	56.2	13	13	14	A	A	A	1	1	1	*	*	L	1	1	1	11/09/1994	11/13/1997	11/26/1998
000264	POUTCA	15.3	56.4	24	25	0	A	A	B	1	1	2	*	*	R	1	1	1	11/09/1994	11/13/1997	11/26/1998
000265	TRI2PL	15.4	56.6	205	225	225	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000266	CLAVME	16.3	56.7	19	19	19	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000267	CASECO	16.7	58.0	18	24	24	A	A	A	1	1	1	*	*	L	1	1	1	11/09/1994	11/13/1997	11/26/1998
000268	SWARS1	15.9	58.6	23	25	25	A	A	A	1	1	1	*	*	L	1	1	1	11/09/1994	11/13/1997	11/26/1998
000269	CHR2CA	15.8	59.3	360	400	297	A	A	A	1	2	3	*	*	B	1	1	1	11/09/1994	11/13/1997	11/26/1998
000270	SWARS1	16.6	59.3	26	26	29	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000271	HEISCO	17.3	59.8	20	24	25	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000272	CLAVME	18.2	59.7	18	18	18	A	A	A	1	1	1	*	*	M	1	1	2	11/09/1994	11/13/1997	11/26/1998
000273	SWARS1	18.6	59.7	19	19	21	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000274	POCHSE	19.3	59.8	40	-1	-1	A	D	D	1	0	0	*	DS	DC	1	-1	-1	11/09/1994	11/13/1997	11/26/1998
000275	EUGEPR	19.3	59.0	25	25	28	A	A	A	1	2	2	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000276	COCCPA	17.2	52.0	28	36	38	A	A	A	1	1	1	M	M	M	2	2	4	11/09/1994	11/13/1997	11/26/1998
000277	EUGEPR	17.3	52.4	17	19	22	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000278	COU2CU	18.2	54.2	24	32	32	A	A	A	1	2	2	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000279	SWARS1	17.7	54.3	55	62	65	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000280	EUGEPR	17.5	54.2	16	-9	0	A	*	B	1	0	2	L	C	R	1	-9	1	11/09/1994	11/13/1997	11/26/1998
000281	CLAVME	16.3	54.8	10	10	0	A	A	B	1	1	2	*	*	R	1	1	1	11/09/1994	11/13/1997	11/26/1998
000282	LUEHSE	18.5	54.9	24	25	27	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000283	SWARS1	18.7	54.4	15	20	19	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000284	EUGEPR	19.2	54.1	10	14	16	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000285	COCCPA	19.0	53.9	32	30	28	A	A	A	1	1	1	M	MR	M	4	4	4	11/09/1994	11/13/1997	11/26/1998
000286	CLAVME	19.0	53.1	11	10	0	A	A	B	1	1	2	*	*	R	1	1	1	11/09/1994	11/13/1997	11/26/1998
000287	BROSAL	18.6	52.8	10	11	12	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000288	IXORFL	18.8	45.0	28	36	37	A	A	A	1	1	1	M	*	M	4	1	4	11/09/1994	11/13/1997	11/26/1998
000289	BROSAL	18.6	45.8	11	19	21	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000290	GENIAM	16.3	45.9	47	53	50	A	A	A	1	1	1	L	M	M	1	2	2	11/09/1994	11/13/1997	11/26/1998
000291	POUTCA	17.2	48.8	16	32	34	A	A	A	1	1	1	*	M	M	1	2	2	11/09/1994	11/13/1997	11/26/1998
000292	CUPARU	19.1	41.5	29	47	47	A	A	A	1	1	1	*	R	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000293	CHR2CA	17.7	40.2	22	22	23	A	A	A	1	1	1	M	*	*	2	1	1	11/09/1994	11/13/1997	11/26/1998
000294	COCCPA	6.5	60.4	14	-9	21	A	*	A	1	0	2	*	N	MR	1	-9	2	11/10/1994	11/14/1997	11/27/1998
000295	EUGEPR	16.3	40.4	13	18	18	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000296	BROSAL	15.9	40.6	12	14	14	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000297	AST2GR	15.9	41.8	24	27	28	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000298	POSOLA	15.9	43.1	25	23	23	A	A	A	1	1	1	L	M	ML	1	2	2	11/09/1994	11/13/1997	11/26/1998
000299	SWARS1	19.3	44.1	18	38	34	A	A	A	1	1	1	*	*	*	1	1	1	11/09/1994	11/13/1997	11/26/1998
000300	EUGEPR	3.1	61.7	57	58	58	A	A	A	1	1	1	L	L	L	1	1	1	11/10/1994	11/14/1997	11/27/1998
000301	FARAOC	10.9	62.4	14	22	25	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000302	TRIPCU	0.7	60.5	59	95	100	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000303	ANTITR	3.6	64.9	13	15	15	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000304	COU2CU	4.0	63.6	14	11	17	A	A	A	1	1	1	*	M	M	1	2	3	11/10/1994	11/14/1997	11/27/1998
000305	CAL2CA	2.0	62.9	25	28	30	A	A	A	1	2	2	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000306	TRI2PL	4.4	66.2	267	299	303	A	A	A	1	1	1	*	M	M	1	3	4	11/10/1994	11/14/1997	11/27/1998
000307	FISSFE	2.3	65.7	38	43	43	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000308	EUGEPR	0.6	65.4	17	19	20	A	A	A	1	2	2	*	ML	M	2	2	2	11/10/1994	11/14/1997	11/27/1998
000309	EUGEPR	0.2	66.7	15	16	16	A	A	A	1	1	1	ML	ML	ML	3	3	3	11/10/1994	11/14/1997	11/27/1998
000310	CUPASY	1.5	68.8	33	36	37	A	A	A	1	1	1	*	M	M	1	2	2	11/10/1994	11/14/1997	11/27/1998
000311	EUGEPR	4.8	69.5	11	17	18	A	A	A	1	1	1	*	M	M	1	2	2	11/10/1994	11/14/1997	11/27/1998
000312	FARAOC	4.3	68.4	14	29	25	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000313	TURNPA	2.7	66.7	14	18	19	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000314	NEEADE	2.4	67.2	19	33	41	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000315	COU2CU	0.4	70.5	25	24	25	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000316	FARAOC	4.6	72.2	13	16	17	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000317	PROTTE	0.5	79.6	11	26	34	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000318	EUGEPR	4.5	77.1	27	28	28	A	A	A	1	1	1	L	L	L	1	1	1	11/10/1994	11/14/1997	11/27/1998
000319	FARAOC	3.4	77.7	22	27	28	A	A	A	1	1	1	M	M	*	3	2	1	11/10/1994	11/14/1997	11/27/1998
000320	PROTTE	6.5	75.0	12	14	16	A	A	A	1	1	1	*	M	*	1	2	1	11/10/1994	11/14/1997	11/27/1998
000321	FARAOC	7.0	76.1	18	17	0	A	A	B	1	1	2	L	L	R	1	1	1	11/10/1994	11/14/1997	11/27/1998
000322	EUGEPR	5.4	79.6	32	32	32	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000323	TRI2PL	9.7	70.2	261	263	258	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000324	FARAOC	5.9	70.4	14	19	21	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000325	EUGEPR	5.6	72.2	13	15	18	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000326	CUPASY	6.8	74.1	134	138	141	A	A	A	1	1	1	M	M	M	6	6	8	11/10/1994	11/14/1997	11/27/1998
000327	COCCPA	7.9	73.2	114	128	129	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000328	EUGEPR	8.1	71.8	21	24	25	A	A	A	1	1	1	*	*	M	1	1	2	11/10/1994	11/14/1997	11/27/1998
000329	SWARS1	9.7	65.3	17	19	19	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000330	HEISCO	6.2	65.4	23	28	32	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000331	FARAOC	5.1	69.5	22	31	35	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000332	FARAOC	8.1	69.6	29	38	40	A	A	A	1	1	1	M	M	M	2	2	2	11/10/1994	11/14/1997	11/27/1998
000333	ANTITR	9.5	68.5	15	15	15	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000334	EUGEPR	9.6	67.7	12	14	14	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000335	CHOMSP	8.7	66.4	27	31	35	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000336	EUGEPR	8.0	66.6	35	39	40	A	A	A	1	2	2	*	M	M	2	2	2	11/10/1994	11/14/1997	11/27/1998
000337	EUGEPR	7.0	67.7	24	28	30	A	A	A	1	1	1	M	M	M	3	4	4	11/10/1994	11/14/1997	11/27/1998
000338	SWARS1	7.9	60.3	22	31	32	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000339	MACLTI	5.8	61.2	17	19	20	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000340	STERAP	6.9	61.6	23	27	30	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000341	EUGEPR	5.5	63.1	17	22	23	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000342	GENIAM	5.2	64.6	12	13	13	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000343	FARAOC	7.0	63.8	21	29	31	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000344	ARDIRE	7.2	64.0	109	110	115	A	A	A	1	1	1	M	M	M	2	2	2	11/10/1994	11/14/1997	11/27/1998
000345	EUGEPR	7.3	64.9	12	15	18	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000346	EUGEPR	8.3	64.6	10	13	16	A	A	A	1	1	1	*	M	M	1	2	2	11/10/1994	11/14/1997	11/27/1998
000347	FARAOC	8.2	63.8	12	13	17	A	A	A	1	1	1	*	M	*	1	2	1	11/10/1994	11/14/1997	11/27/1998
000348	TRIPCU	8.0	63.4	32	44	46	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000349	EUGEPR	7.7	63.3	15	15	18	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000350	SWARS1	9.5	64.1	17	39	38	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000351	TRI2PL	9.1	63.4	250	259	263	A	A	A	1	2	2	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000352	SWARS1	9.1	62.5	23	32	35	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000353	HEISCO	10.3	62.5	17	25	30	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000354	CLAVME	9.9	61.6	23	29	31	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000355	PICRLA	14.6	60.6	39	51	52	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000356	EUGEPR	11.6	62.0	20	25	26	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000357	SWARS1	12.2	64.8	29	0	0	A	B	B	1	2	2	*	R	*	1	-1	1	11/10/1994	11/14/1997	11/27/1998
000358	OURALU	12.2	64.5	16	16	18	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000359	STEMGR	12.7	65.0	60	58	65	A	A	A	1	1	1	ML	ML	ML	4	4	4	11/10/1994	11/14/1997	11/27/1998
000360	FARAOC	14.9	64.9	16	21	22	A	A	A	1	1	1	M	M	M	2	2	2	11/10/1994	11/14/1997	11/27/1998
000361	PROTTE	14.7	64.1	12	28	28	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000362	ANTITR	14.0	62.3	50	68	75	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000363	ANTITR	12.1	62.2	35	49	50	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000364	CUPARU	11.5	62.7	11	19	20	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000365	ANTITR	14.4	61.9	14	-1	-1	A	D	D	1	0	0	*	DS	DS	1	-1	-1	11/10/1994	11/14/1997	11/27/1998
000366	THEVAH	4.7	296.2	15	27	28	A	A	A	1	1	2	*	M	M	2	2	2	11/21/1994	11/28/1997	12/11/1998
000367	BROSAL	11.2	66.0	12	13	12	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000368	COU2CU	10.3	66.4	14	53	56	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000369	CASECO	10.9	69.0	43	57	59	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000370	COU2CU	11.2	68.9	23	31	33	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000371	LUEHSE	14.7	69.3	40	57	63	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000372	SPONRA	13.2	67.8	20	29	30	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000373	TRIPCU	11.6	70.3	204	221	224	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000374	BURSSI	14.5	73.4	22	0	22	A	B	A	1	2	2	*	R	*	1	-1	1	11/10/1994	11/14/1997	11/27/1998
000375	TRI2PL	12.4	79.5	132	135	134	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000376	CUPASY	12.4	79.2	40	43	45	A	A	A	1	1	1	M	M	M	2	2	2	11/10/1994	11/14/1997	11/27/1998
000377	COU2CU	13.2	76.3	38	39	38	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000378	HEISCO	14.3	75.7	18	20	19	A	A	A	1	1	1	*	L	L	1	1	1	11/10/1994	11/14/1997	11/27/1998
000379	DALBRE	17.4	75.0	17	18	18	A	A	A	1	1	1	*	*	L	1	1	1	11/10/1994	11/14/1997	11/27/1998
000380	INGAVE	15.8	75.5	57	61	59	A	A	A	1	1	1	M	ML	ML	2	2	3	11/10/1994	11/14/1997	11/27/1998
000381	COU2CU	15.5	78.6	75	87	78	A	A	A	1	1	2	M	*	*	2	1	1	11/10/1994	11/14/1997	11/27/1998
000382	EUGEPR	17.5	78.5	14	17	18	A	A	A	1	1	1	*	L	L	1	1	1	11/10/1994	11/14/1997	11/27/1998
000383	PROTTE	19.5	79.2	14	20	20	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000384	HEISCO	18.9	77.8	15	19	21	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000385	AST2GR	19.0	70.7	29	38	38	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000386	ANTITR	15.5	73.4	50	85	91	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000387	CAVAPL	15.2	74.1	56	67	68	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000388	IXORFL	17.5	73.9	16	15	17	A	A	A	1	1	1	*	M	M	1	2	2	11/10/1994	11/14/1997	11/27/1998
000389	AST2GR	19.7	73.7	15	16	17	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000390	ANTITR	17.6	72.9	70	88	92	A	A	A	1	2	3	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000391	NEEADE	15.6	65.6	43	47	48	A	A	A	1	1	1	ML	M	M	2	2	2	11/10/1994	11/14/1997	11/27/1998
000392	EUGEPR	15.1	65.2	11	16	17	A	A	A	1	1	1	*	*	M	1	1	2	11/10/1994	11/14/1997	11/27/1998
000393	CAVAPL	17.6	68.8	51	53	55	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000394	TRIPCU	18.1	68.6	89	88	88	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000395	LUEHSE	19.9	68.8	64	83	96	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000396	SPONRA	19.5	68.7	22	33	31	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000397	FARAOC	9.2	281.7	13	0	0	A	B	B	1	2	2	*	R	*	1	-1	1	11/21/1994	11/28/1997	12/11/1998
000398	EUGEPR	18.0	67.5	23	24	22	A	A	A	1	1	1	L	L	ML	1	1	2	11/10/1994	11/14/1997	11/27/1998
000399	AST2GR	19.2	60.8	29	29	31	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000400	FARAOC	18.2	60.3	24	30	33	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000401	TRI2PL	18.0	60.6	146	150	154	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000402	EUGEPR	16.1	60.3	16	18	18	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000403	EUGEPR	15.6	62.8	13	16	18	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000404	SWARS1	15.7	63.3	53	66	68	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
000405	AST2GR	17.4	64.3	41	44	45	A	A	A	1	1	1	*	*	*	1	1	1	11/10/1994	11/14/1997	11/27/1998
